submissionId	country	date	genotype	season	switchseason	switch	seltype
OQ277576.1	USA	2020-01-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277577.1	USA	2020-01-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277609.1	USA	2020-01-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277476.1	USA	2020-01-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277477.1	USA	2020-01-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277729.1	USA	2020-01-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277759.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277780.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277498.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277900.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277499.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287927.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277730.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278004.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277668.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277610.1	USA	2020-01-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278123.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495914.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277901.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287934.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287937.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287938.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287939.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278132.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277732.1	USA	2020-01-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277969.1	USA	2020-01-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277971.1	USA	2020-01-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277970.1	USA	2020-01-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277833.1	USA	2020-01-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287940.1	USA	2020-01-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495918.1	USA	2020-01-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277939.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277938.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277972.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277553.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277860.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277525.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495919.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277859.1	USA	2020-01-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277973.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277809.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495915.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495921.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277902.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495920.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277526.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495916.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495917.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277630.1	USA	2020-01-11	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277940.1	USA	2020-01-12	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277974.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277808.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495922.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287941.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287942.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287943.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287944.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287945.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277628.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277629.1	USA	2020-01-13	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277781.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495923.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495924.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277861.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277554.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277632.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287946.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287951.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278124.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277631.1	USA	2020-01-14	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277784.1	USA	2020-01-15	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277782.1	USA	2020-01-15	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277783.1	USA	2020-01-15	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495925.1	USA	2020-01-15	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277862.1	USA	2020-01-15	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277500.1	USA	2020-01-15	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278125.1	USA	2020-01-15	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495926.1	USA	2020-01-16	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495927.1	USA	2020-01-16	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495928.1	USA	2020-01-16	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495929.1	USA	2020-01-16	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495931.1	USA	2020-01-16	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277501.1	USA	2020-01-16	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287948.1	USA	2020-01-17	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495930.1	USA	2020-01-17	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287949.1	USA	2020-01-17	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287950.1	USA	2020-01-17	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495932.1	USA	2020-01-18	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287947.1	USA	2020-01-18	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277527.1	USA	2020-01-18	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278133.1	USA	2020-01-18	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277635.1	USA	2020-01-18	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748715.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495933.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277903.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495935.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495936.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277863.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495934.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287954.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287955.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287956.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277633.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277634.1	USA	2020-01-19	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277805.1	USA	2020-01-20	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278160.1	USA	2020-01-20	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277864.1	USA	2020-01-20	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277528.1	USA	2020-01-20	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495937.1	USA	2020-01-21	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287953.1	USA	2020-01-21	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287957.1	USA	2020-01-21	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277941.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495939.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277865.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287952.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495940.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278163.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278164.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278165.1	USA	2020-01-22	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278159.1	USA	2020-01-23	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277529.1	USA	2020-01-23	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287959.1	USA	2020-01-23	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278162.1	USA	2020-01-23	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278166.1	USA	2020-01-23	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278189.1	USA	2020-01-23	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495938.1	USA	2020-01-24	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277530.1	USA	2020-01-24	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278161.1	USA	2020-01-24	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278191.1	USA	2020-01-25	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278190.1	USA	2020-01-25	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277904.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277905.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278194.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748716.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278193.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278196.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287961.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495941.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495942.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278012.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278192.1	USA	2020-01-26	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277906.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748747.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748717.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495947.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495943.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495944.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495945.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495946.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287960.1	USA	2020-01-27	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277907.1	USA	2020-01-28	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495948.1	USA	2020-01-28	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278195.1	USA	2020-01-28	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277866.1	USA	2020-01-28	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277531.1	USA	2020-01-28	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277868.1	USA	2020-01-29	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277867.1	USA	2020-01-29	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287962.1	USA	2020-01-29	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495949.1	USA	2020-01-30	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287963.1	USA	2020-01-30	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287964.1	USA	2020-01-30	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495950.1	USA	2020-01-31	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287965.1	USA	2020-01-31	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277908.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278200.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277760.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278197.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278198.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277839.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277840.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277841.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278201.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277672.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278019.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277670.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278091.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278092.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278093.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278090.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278053.1	USA	2020-02-01	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748750.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277909.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277910.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495956.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278199.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278013.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278014.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278098.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277706.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277669.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277671.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278094.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278054.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277580.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278056.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277705.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278097.1	USA	2020-02-02	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277943.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748746.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277785.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277873.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277502.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277761.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495951.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277478.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277707.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277842.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277843.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277844.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277673.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277581.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278055.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278095.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278096.1	USA	2020-02-03	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748749.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748748.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748718.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277786.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277762.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278015.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277874.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287966.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287967.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277814.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277479.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277480.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277582.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277674.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278057.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278058.1	USA	2020-02-04	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277975.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277976.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277787.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277481.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277845.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277875.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278059.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277708.1	USA	2020-02-05	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP748751.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277944.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277482.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277788.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277763.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277876.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277735.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277532.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277675.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278060.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278061.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278202.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277733.1	USA	2020-02-06	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278134.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277877.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287968.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OR287969.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277533.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277555.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277503.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495854.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277636.1	USA	2020-02-07	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ278135.1	USA	2020-02-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277764.1	USA	2020-02-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277676.1	USA	2020-02-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277677.1	USA	2020-02-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277611.1	USA	2020-02-08	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277911.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277912.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277942.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277810.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277765.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277878.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495953.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277612.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
OQ277637.1	USA	2020-02-09	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
PP495955.1	USA	2020-02-10	RSVA	2019-2020	2020-2021	RSVA->RSVB	evasion_l
