"name"	"date"	"continent"	"country"	"region"	"agestr"	"specimen"	"age"	"agecat"
"hRSV/B/Australia/VIC-RCH001/2017"	2017-05-17	"Oceania"	"Australia"	"Victoria"	"2 years, 2 months, 5 days"	"Nasopharyngeal aspirate"	2	"Preschool"
"hRSV/B/Australia/VIC-RCH069/2017"	2017-07-20	"Oceania"	"Australia"	"Victoria"	"9 years, 6 months, 22 days"	"Nasopharyngeal swab"	9	"Children"
"hRSV/B/Australia/VIC-RCH097/2017"	2017-08-01	"Oceania"	"Australia"	"Victoria"	"3 months, 20 days"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/B/Australia/VIC-RCH015/2018"	2018-02-02	"Oceania"	"Australia"	"Victoria"	"5 months, 20 days"	"Nasopharyngeal swab"	0.417	"Infants"
"hRSV/B/Australia/VIC-RCH030/2018"	2018-03-09	"Oceania"	"Australia"	"Victoria"	"1 year, 3 months, 30 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Australia/VIC-RCH035/2017"	2017-06-30	"Oceania"	"Australia"	"Victoria"	"4 years, 10 days"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/B/Australia/VIC-RCH090/2018"	2018-06-11	"Oceania"	"Australia"	"Victoria"	"1 month, 22 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH102/2017"	2017-08-01	"Oceania"	"Australia"	"Victoria"	"6 months, 23 days"	"Nasopharyngeal swab"	0.5	"Infants"
"hRSV/B/Australia/VIC-RCH102/2018"	2018-06-25	"Oceania"	"Australia"	"Victoria"	"4 months, 29 days"	"Nasopharyngeal aspirate"	0.333	"Infants"
"hRSV/B/Australia/VIC-RCH134/2017"	2017-09-14	"Oceania"	"Australia"	"Victoria"	"1 year, 5 months, 7 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Australia/VIC-RCH026/2018"	2018-03-05	"Oceania"	"Australia"	"Victoria"	"1 month, 1 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH096/2018"	2018-06-16	"Oceania"	"Australia"	"Victoria"	"6 months, 30 days"	"Nasopharyngeal swab"	0.5	"Infants"
"hRSV/B/Australia/VIC-RCH108/2017"	2017-08-11	"Oceania"	"Australia"	"Victoria"	"8 months, 4 days"	"Nasopharyngeal aspirate"	0.667	"Infants"
"hRSV/B/Australia/VIC-RCH122/2017"	2017-08-22	"Oceania"	"Australia"	"Victoria"	"1 month, 5 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH141/2017"	2017-09-05	"Oceania"	"Australia"	"Victoria"	"23 days"	"Nasopharyngeal aspirate"	0.063	"Infants"
"hRSV/B/Australia/VIC-RCH184/2018"	2018-10-15	"Oceania"	"Australia"	"Victoria"	"2 years, 1 month, 7 days"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Australia/VIC-RCH056/2018"	2018-04-17	"Oceania"	"Australia"	"Victoria"	"7 months, 26 days"	"Nasopharyngeal swab"	0.583	"Infants"
"hRSV/B/Australia/VIC-RCH001/2018"	2018-01-10	"Oceania"	"Australia"	"Victoria"	"3 months, 6 days"	"Nasopharyngeal aspirate"	0.25	"Infants"
"hRSV/B/Australia/VIC-RCH049/2018"	2018-04-11	"Oceania"	"Australia"	"Victoria"	"10 months, 22 days"	"Nasopharyngeal swab"	0.833	"Infants"
"hRSV/B/Australia/VIC-RCH029/2018"	2018-03-09	"Oceania"	"Australia"	"Victoria"	"1 year, 4 months, 27 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Australia/VIC-RCH057/2018"	2018-04-17	"Oceania"	"Australia"	"Victoria"	"1 month, 6 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH074/2018"	2018-05-12	"Oceania"	"Australia"	"Victoria"	"1 year, 4 months, 8 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Australia/VIC-RCH099/2017"	2017-08-01	"Oceania"	"Australia"	"Victoria"	"1 month, 3 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH198/2018"	2018-12-28	"Oceania"	"Australia"	"Victoria"	"2 months, 10 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Australia/VIC-RCH008/2017"	2017-05-29	"Oceania"	"Australia"	"Victoria"	"13 days"	"Nasopharyngeal swab"	0.036	"Infants"
"hRSV/B/Australia/VIC-RCH128/2018"	2018-07-09	"Oceania"	"Australia"	"Victoria"	"1 year, 9 days"	"Nasopharyngeal aspirate"	1	"Preschool"
"hRSV/B/Australia/VIC-RCH032/2018"	2018-03-14	"Oceania"	"Australia"	"Victoria"	"5 months, 7 days"	"Nasopharyngeal swab"	0.417	"Infants"
"hRSV/B/Australia/VIC-RCH129/2017"	2017-08-30	"Oceania"	"Australia"	"Victoria"	"1 month, 13 days"	"Nasopharyngeal aspirate"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH018/2018"	2018-02-22	"Oceania"	"Australia"	"Victoria"	"2 months, 25 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Australia/VIC-RCH141/2019"	2019-08-04	"Oceania"	"Australia"	"Victoria"	"1 month, 26 days"	"Nasopharyngeal aspirate"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH039/2018"	2018-04-01	"Oceania"	"Australia"	"Victoria"	"26 days"	"Nasopharyngeal swab"	0.071	"Infants"
"hRSV/B/Australia/VIC-RCH070/2017"	2017-07-20	"Oceania"	"Australia"	"Victoria"	"8 years, 3 days"	"Nasopharyngeal swab"	8	"Children"
"hRSV/B/Australia/VIC-RCH108/2018"	2018-07-02	"Oceania"	"Australia"	"Victoria"	"1 month, 26 days"	"Nasopharyngeal aspirate"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH109/2018"	2018-07-02	"Oceania"	"Australia"	"Victoria"	"1 month, 26 days"	"Nasopharyngeal aspirate"	0.083	"Infants"
"hRSV/B/Australia/VIC-RCH114/2019"	2019-07-08	"Oceania"	"Australia"	"Victoria"	"7 months, 29 days"	"Nasopharyngeal swab"	0.583	"Infants"
"hRSV/B/Australia/VIC-RCH189/2018"	2018-12-10	"Oceania"	"Australia"	"Victoria"	"1 year, 27 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Australia/un-WIMR-80/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-VR955E/1977"	1977-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-158/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-69/2016"	2016-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-177/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-4104/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-174/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-204/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-8180/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-7172/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-154/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-44/2016"	2016-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-33/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-516/2016"	2016-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-78/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-156/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-176/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-163/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-141/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-714/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-36/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-693/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-616/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-157/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-75/2016"	2016-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-39/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-203/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-128/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-169/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-146/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-201G/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-79B/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-170/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-200/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-178/2016"	2016-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-71/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-42/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-166/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-732/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-171/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-183/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-142/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-48/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-139/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-59/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-19C/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-70/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-195/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-VR955G/1977"	1977-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-201/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-WIMR-68/2017"	2017-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-WIMR-187/2018"	2018-01-01	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/VIC-RCH004/2018"	2018-01-12	"Oceania"	"Australia"	"Victoria"	"1 year 9 months 31 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH010/2017"	2017-06-02	"Oceania"	"Australia"	"Victoria"	"5 years 6 months 20 days"	"Nasopharyngeal swab"	5	"Preschool"
"hRSV/A/Australia/VIC-RCH010/2018"	2018-01-23	"Oceania"	"Australia"	"Victoria"	"10 months 29 days"	"Nasopharyngeal aspirate"	0.833	"Infants"
"hRSV/A/Australia/VIC-RCH017/2017"	2017-06-14	"Oceania"	"Australia"	"Victoria"	"4 years 8 months 4 days"	"Nasopharyngeal aspirate"	4	"Preschool"
"hRSV/A/Australia/VIC-RCH017/2018"	2018-02-11	"Oceania"	"Australia"	"Victoria"	"20 days"	"Nasopharyngeal aspirate"	0.055	"Infants"
"hRSV/A/Australia/VIC-RCH020/2018"	2018-02-28	"Oceania"	"Australia"	"Victoria"	"1 month 9 days"	"Nasopharyngeal aspirate"	0.083	"Infants"
"hRSV/A/Australia/VIC-RCH027/2018"	2018-03-07	"Oceania"	"Australia"	"Victoria"	"1 year 14 days"	"Nasopharyngeal aspirate"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH031/2018"	2018-03-13	"Oceania"	"Australia"	"Victoria"	"11 months 19 days"	"Nasopharyngeal swab"	0.917	"Infants"
"hRSV/A/Australia/VIC-RCH041/2017"	2017-07-05	"Oceania"	"Australia"	"Victoria"	"3 years 10 months 13 days"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/Australia/VIC-RCH053/2017"	2017-07-07	"Oceania"	"Australia"	"Victoria"	"3 years 4 months 30 days"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/Australia/VIC-RCH053/2018"	2018-04-14	"Oceania"	"Australia"	"Victoria"	"1 year 9 months 30 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH054/2018"	2018-04-14	"Oceania"	"Australia"	"Victoria"	"4 months 22 days"	"Nasopharyngeal swab"	0.333	"Infants"
"hRSV/A/Australia/VIC-RCH062/2018"	2018-04-22	"Oceania"	"Australia"	"Victoria"	"1 year 5 months 26 days"	"Nasopharyngeal aspirate"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH062/2019"	2019-03-31	"Oceania"	"Australia"	"Victoria"	"1 months 20 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/A/Australia/VIC-RCH063/2018"	2018-04-24	"Oceania"	"Australia"	"Victoria"	"1 year 8 months 15 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH068/2017"	2017-07-20	"Oceania"	"Australia"	"Victoria"	"3 years 4 months 31 days"	"Nasopharyngeal aspirate"	3	"Preschool"
"hRSV/A/Australia/VIC-RCH069/2019"	2019-05-20	"Oceania"	"Australia"	"Victoria"	"2 years 1 months 27 days"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/Australia/VIC-RCH070/2019"	2019-05-18	"Oceania"	"Australia"	"Victoria"	"6 years 10 months 3 days"	"Nasopharyngeal swab"	6	"Children"
"hRSV/A/Australia/VIC-RCH072/2019"	2019-05-13	"Oceania"	"Australia"	"Victoria"	"2 months 26 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH073/2018"	2018-04-30	"Oceania"	"Australia"	"Victoria"	"1 year 8 months 20 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH083/2017"	2017-07-26	"Oceania"	"Australia"	"Victoria"	"4 years 1 month 18 days"	"Nasopharyngeal aspirate"	4	"Preschool"
"hRSV/A/Australia/VIC-RCH085/2017"	2017-07-26	"Oceania"	"Australia"	"Victoria"	"2 years 5 months 27 days"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/Australia/VIC-RCH088/2018"	2018-06-11	"Oceania"	"Australia"	"Victoria"	"1 month 14 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/A/Australia/VIC-RCH095/2018"	2018-06-17	"Oceania"	"Australia"	"Victoria"	"2 years 3 months 12 days"	"Nasopharyngeal aspirate"	2	"Preschool"
"hRSV/A/Australia/VIC-RCH100/2017"	2017-08-01	"Oceania"	"Australia"	"Victoria"	"9 months 10 days"	"Nasopharyngeal swab"	0.75	"Infants"
"hRSV/A/Australia/VIC-RCH101/2018"	2018-06-25	"Oceania"	"Australia"	"Victoria"	"10 years 4 months 4 days"	"Nasopharyngeal aspirate"	10	"Children"
"hRSV/A/Australia/VIC-RCH105/2018"	2018-06-24	"Oceania"	"Australia"	"Victoria"	"2 months 14 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH107/2019"	2019-07-07	"Oceania"	"Australia"	"Victoria"	"8 years 0 months 29 days"	"Nasopharyngeal swab"	8	"Children"
"hRSV/A/Australia/VIC-RCH112/2018"	2018-06-30	"Oceania"	"Australia"	"Victoria"	"1 month 25 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/A/Australia/VIC-RCH113/2018"	2018-07-01	"Oceania"	"Australia"	"Victoria"	"3 months 1 days"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/A/Australia/VIC-RCH113/2019"	2019-07-08	"Oceania"	"Australia"	"Victoria"	"9 months 24 days"	"Nasopharyngeal swab"	0.75	"Infants"
"hRSV/A/Australia/VIC-RCH114/2018"	2018-07-01	"Oceania"	"Australia"	"Victoria"	"4 months 9 days"	"Nasopharyngeal swab"	0.333	"Infants"
"hRSV/A/Australia/VIC-RCH119/2018"	2018-07-02	"Oceania"	"Australia"	"Victoria"	"5 months 12 days"	"Nasopharyngeal swab"	0.417	"Infants"
"hRSV/A/Australia/VIC-RCH120/2017"	2017-08-20	"Oceania"	"Australia"	"Victoria"	"2 months 19 days"	""	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH125/2018"	2018-07-08	"Oceania"	"Australia"	"Victoria"	"4 months 2 days"	"Nasopharyngeal swab"	0.333	"Infants"
"hRSV/A/Australia/VIC-RCH126/2017"	2017-08-29	"Oceania"	"Australia"	"Victoria"	"5 months 11 days"	"Nasopharyngeal aspirate"	0.417	"Infants"
"hRSV/A/Australia/VIC-RCH132/2017"	2017-09-08	"Oceania"	"Australia"	"Victoria"	"10 months 27 days"	"Nasopharyngeal swab"	0.833	"Infants"
"hRSV/A/Australia/VIC-RCH133/2018"	2018-07-14	"Oceania"	"Australia"	"Victoria"	"1 year 2 months 8 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH135/2018"	2018-07-14	"Oceania"	"Australia"	"Victoria"	"6 months 18 days"	"Nasopharyngeal swab"	0.5	"Infants"
"hRSV/A/Australia/VIC-RCH137/2018"	2018-07-16	"Oceania"	"Australia"	"Victoria"	"2 months 16 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH138/2017"	2017-09-20	"Oceania"	"Australia"	"Victoria"	"2 months 30 days"	"Nasopharyngeal aspirate"	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH139/2019"	2019-08-04	"Oceania"	"Australia"	"Victoria"	"2 years 6 months 3 days"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/Australia/VIC-RCH140/2018"	2018-07-22	"Oceania"	"Australia"	"Victoria"	"3 months 7 days"	"Nasopharyngeal aspirate"	0.25	"Infants"
"hRSV/A/Australia/VIC-RCH141/2018"	2018-07-22	"Oceania"	"Australia"	"Victoria"	"25 days"	"Nasopharyngeal aspirate"	0.068	"Infants"
"hRSV/A/Australia/VIC-RCH142/2019"	2019-08-12	"Oceania"	"Australia"	"Victoria"	"26 days"	"Nasopharyngeal aspirate"	0.071	"Infants"
"hRSV/A/Australia/VIC-RCH144/2017"	2017-12-31	"Oceania"	"Australia"	"Victoria"	"1 month 5 days"	"Nasopharyngeal aspirate"	0.083	"Infants"
"hRSV/A/Australia/VIC-RCH145/2018"	2018-07-21	"Oceania"	"Australia"	"Victoria"	"2 years 5 months 21 days"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/Australia/VIC-RCH149/2018"	2018-07-30	"Oceania"	"Australia"	"Victoria"	"24 days"	"Nasopharyngeal aspirate"	0.066	"Infants"
"hRSV/A/Australia/VIC-RCH150/2018"	2018-07-28	"Oceania"	"Australia"	"Victoria"	"1 month 1 days"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/A/Australia/VIC-RCH151/2018"	2018-07-29	"Oceania"	"Australia"	"Victoria"	"5 years 10 months 21 days"	"Nasopharyngeal swab"	5	"Preschool"
"hRSV/A/Australia/VIC-RCH158/2019"	2019-08-18	"Oceania"	"Australia"	"Victoria"	"11 years 2 months 11 days"	"Nasopharyngeal swab"	11	"Children"
"hRSV/A/Australia/VIC-RCH160/2019"	2019-08-18	"Oceania"	"Australia"	"Victoria"	"1 years 11 months 4 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH166/2018"	2018-08-27	"Oceania"	"Australia"	"Victoria"	"18 days"	"Nasopharyngeal aspirate"	0.049	"Infants"
"hRSV/A/Australia/VIC-RCH168/2018"	2018-08-26	"Oceania"	"Australia"	"Victoria"	"4 months 18 days"	"Nasopharyngeal swab"	0.333	"Infants"
"hRSV/A/Australia/VIC-RCH169/2018"	2018-08-26	"Oceania"	"Australia"	"Victoria"	"2 months 25 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH179/2018"	2018-11-29	"Oceania"	"Australia"	"Victoria"	"2 months 18 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH180/2018"	2018-11-30	"Oceania"	"Australia"	"Victoria"	"1 years 2 months 8 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH181/2018"	2018-10-06	"Oceania"	"Australia"	"Victoria"	"2 years 4 months 19 days"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/Australia/VIC-RCH181/2019"	2019-09-02	"Oceania"	"Australia"	"Victoria"	"28 days"	"Nasopharyngeal aspirate"	0.077	"Infants"
"hRSV/A/Australia/VIC-RCH182/2018"	2018-10-14	"Oceania"	"Australia"	"Victoria"	"10 months 27 days"	"Nasopharyngeal swab"	0.833	"Infants"
"hRSV/A/Australia/VIC-RCH182/2019"	2019-09-02	"Oceania"	"Australia"	"Victoria"	"28 days"	"Throat aspirate"	0.077	"Infants"
"hRSV/A/Australia/VIC-RCH187/2018"	2018-11-11	"Oceania"	"Australia"	"Victoria"	"1 year 31 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH188/2018"	2018-11-24	"Oceania"	"Australia"	"Victoria"	"1 year 1 month 22 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Australia/VIC-RCH192/2018"	2018-12-16	"Oceania"	"Australia"	"Victoria"	"2 months 6 days"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/A/Australia/VIC-RCH202/2019"	2019-12-09	"Oceania"	"Australia"	"Victoria"	"1 years 2 months 11 days"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Australia/un-VIDRL-185/2023"	2023-06-29	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-095/2022"	2022-08-17	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-074/2022"	2022-09-15	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-157/2023"	NA	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-067/2017"	2017-09-11	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-059/2022"	2022-07-10	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-051/2015"	2015-05-13	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-088/2022"	2022-07-22	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-005/2022"	2022-01-14	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-111/2022"	2022-07-10	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-103/2022"	2022-11-28	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-021/2022"	2022-09-15	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-013/2017"	2017-09-11	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-036/2022"	2022-07-22	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-081/2022"	2022-07-15	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-028/2022"	2022-07-15	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/A/Australia/un-VIDRL-118/2022"	2022-01-14	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-133/2023"	NA	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-043/2022"	2022-08-17	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-141/2023"	NA	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-125/2023"	NA	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/un-VIDRL-16580/2023"	NA	"Oceania"	"Australia"	NA	"unknown"	""	NA	NA
"hRSV/B/Australia/NT-RDH0059/2023"	2023-05-24	"Oceania"	"Australia"	"Northern Territory"	"0 years 5 months 22 days"	""	0	"Infants"
"hRSV/B/Australia/NT-RDH0071/2023"	2023-06-18	"Oceania"	"Australia"	"Northern Territory"	"0 years 0 months 10 days"	""	0	"Infants"
"hRSV/B/Australia/NT-RDH0073/2023"	2023-06-22	"Oceania"	"Australia"	"Northern Territory"	"4 years 9 months 16 days"	""	4	"Preschool"
"hRSV/B/Australia/VIC-MMC010/2023"	2023-05-05	"Oceania"	"Australia"	"Victoria"	"71 years 11 months 25 days"	""	71	"Geriatrics"
"hRSV/B/Australia/VIC-MMC011/2023"	2023-05-05	"Oceania"	"Australia"	"Victoria"	"64 years 6 months 23 days"	""	64	"Adults"
"hRSV/B/Australia/VIC-MMC014/2023"	2023-05-09	"Oceania"	"Australia"	"Victoria"	"61 years 10 months 4 days"	""	61	"Adults"
