"name"	"date"	"continent"	"country"	"region"	"agestr"	"specimen"	"age"	"agecat"
"hRSV/A/South Africa/NICD-R00038/2021"	2021-01-05	"Africa"	"South Africa"	"Gauteng"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R00749/2021"	2021-01-19	"Africa"	"South Africa"	"Mpumalanga"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/South Africa/NICD-R00917/2021"	2021-01-21	"Africa"	"South Africa"	"Mpumalanga"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R01072/2022"	2022-01-25	"Africa"	"South Africa"	"KwaZulu-Natal"	"33"	"Nasopharyngeal swab"	33	"Adults"
"hRSV/A/South Africa/NICD-R01348/2022"	2022-02-02	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01350/2022"	2022-02-03	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01353/2022"	2022-01-31	"Africa"	"South Africa"	"KwaZulu-Natal"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/South Africa/NICD-R01358/2022"	2022-02-03	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01359/2022"	2022-02-01	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01667/2022"	2022-02-07	"Africa"	"South Africa"	"KwaZulu-Natal"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/South Africa/NICD-R01675/2022"	2022-02-09	"Africa"	"South Africa"	"KwaZulu-Natal"	"12"	"Nasopharyngeal swab"	12	"Children"
"hRSV/A/South Africa/NICD-R01679/2022"	2022-02-07	"Africa"	"South Africa"	"KwaZulu-Natal"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R01684/2022"	2022-02-04	"Africa"	"South Africa"	"KwaZulu-Natal"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R01938/2022"	2022-02-17	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01940/2022"	2022-02-17	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01943/2022"	2022-02-16	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01949/2022"	2022-02-15	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R01960/2022"	2022-02-17	"Africa"	"South Africa"	"KwaZulu-Natal"	"5"	"Nasopharyngeal swab"	5	"Preschool"
"hRSV/A/South Africa/NICD-R01961/2022"	2022-02-17	"Africa"	"South Africa"	"KwaZulu-Natal"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R01966/2022"	2022-02-16	"Africa"	"South Africa"	"KwaZulu-Natal"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/South Africa/NICD-R02323/2021"	2021-01-27	"Africa"	"South Africa"	"Mpumalanga"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R03159/2021"	2021-02-25	"Africa"	"South Africa"	"Western Cape"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/South Africa/NICD-R03505/2021"	2021-03-08	"Africa"	"South Africa"	"Mpumalanga"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/South Africa/NICD-R03865/2021"	2021-03-16	"Africa"	"South Africa"	"Mpumalanga"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R03877/2021"	2021-03-15	"Africa"	"South Africa"	"Mpumalanga"	"5"	"Nasopharyngeal swab"	5	"Preschool"
"hRSV/A/South Africa/NICD-R04108/2021"	2021-03-23	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08084/2021"	2021-05-28	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08230/2021"	2021-06-02	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08232/2021"	2021-06-02	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08236/2021"	2021-06-03	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08238/2021"	2021-06-01	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08239/2021"	2021-06-01	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08383/2021"	2021-06-04	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08385/2021"	2021-06-07	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08391/2021"	2021-06-07	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08569/2021"	2021-06-08	"Africa"	"South Africa"	"Western Cape"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/South Africa/NICD-R08584/2021"	2021-06-08	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08589/2021"	2021-06-10	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08590/2021"	2021-06-10	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08591/2021"	2021-06-10	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R08603/2021"	2021-06-10	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08604/2021"	2021-06-08	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08605/2021"	2021-06-09	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R08914/2021"	2021-06-14	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R09248/2021"	2021-06-23	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R09740/2021"	2021-06-29	"Africa"	"South Africa"	"Western Cape"	"53"	"Nasopharyngeal swab"	53	"Adults"
"hRSV/A/South Africa/NICD-R09895/2021"	2021-07-01	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R10102/2021"	2021-07-08	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R10103/2021"	2021-07-08	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R10109/2021"	2021-07-06	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R10886/2021"	2021-07-20	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R11025/2021"	2021-07-23	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R14389/2021"	2021-09-21	"Africa"	"South Africa"	"KwaZulu-Natal"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/South Africa/NICD-R01677/2022"	2022-02-10	"Africa"	"South Africa"	"KwaZulu-Natal"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/B/South Africa/NICD-R00035/2021"	2021-01-04	"Africa"	"South Africa"	"Gauteng"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R00259/2021"	2021-01-05	"Africa"	"South Africa"	"KwaZulu-Natal"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/B/South Africa/NICD-R00422/2021"	2021-01-13	"Africa"	"South Africa"	"Gauteng"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R00448/2022"	2022-01-11	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R01370/2022"	2022-02-04	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R01430/2022"	2022-02-07	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R01840/2022"	2022-02-15	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R02503/2021"	2021-02-05	"Africa"	"South Africa"	"Gauteng"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R03230/2021"	2021-02-25	"Africa"	"South Africa"	"Mpumalanga"	"5"	"Nasopharyngeal swab"	5	"Preschool"
"hRSV/B/South Africa/NICD-R03364/2021"	2021-03-03	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R03990/2021"	2021-03-18	"Africa"	"South Africa"	"Mpumalanga"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/B/South Africa/NICD-R08234/2021"	2021-06-02	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08243/2021"	2021-06-01	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08250/2021"	2021-06-01	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08392/2021"	2021-06-04	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08478/2021"	2021-06-07	"Africa"	"South Africa"	"North West"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08483/2021"	2021-06-07	"Africa"	"South Africa"	"North West"	"52"	"Nasopharyngeal swab"	52	"Adults"
"hRSV/B/South Africa/NICD-R08585/2021"	2021-06-08	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08586/2021"	2021-06-08	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08911/2021"	2021-06-15	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R08975/2021"	2021-06-15	"Africa"	"South Africa"	"KwaZulu-Natal"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R09064/2021"	2021-06-21	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R09258/2021"	2021-06-22	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R09797/2021"	2021-06-28	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R10143/2021"	2021-07-07	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R10250/2021"	2021-07-09	"Africa"	"South Africa"	"North West"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R02737/2022"	2022-03-03	"Africa"	"South Africa"	"KwaZulu Natal"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/A/South Africa/NICD-R03651/2021"	2021-03-09	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R03652/2021"	2021-03-09	"Africa"	"South Africa"	"Gauteng"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R03671/2021"	2021-03-12	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R03672/2021"	2021-03-12	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R03864/2021"	2021-03-15	"Africa"	"South Africa"	"Mpumalanga"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R03866/2021"	2021-03-15	"Africa"	"South Africa"	"Mpumalanga"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R03876/2021"	2021-03-17	"Africa"	"South Africa"	"Mpumalanga"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/South Africa/NICD-R04004/2021"	2021-03-19	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R04181/2021"	2021-03-25	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R04354/2021"	2021-03-31	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R04469/2021"	2021-03-30	"Africa"	"South Africa"	"Mpumalanga"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R04470/2021"	2021-03-30	"Africa"	"South Africa"	"Mpumalanga"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R04476/2021"	2021-03-30	"Africa"	"South Africa"	"Mpumalanga"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/South Africa/NICD-R04582/2021"	2021-04-08	"Africa"	"South Africa"	"Western Cape"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/B/South Africa/NICD-R03603/2021"	2021-03-10	"Africa"	"South Africa"	"North West"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R03655/2021"	2021-03-09	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R03687/2021"	2021-03-09	"Africa"	"South Africa"	"KwaZulu Natal"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R04343/2021"	2021-03-30	"Africa"	"South Africa"	"North West"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R09473/2021"	2021-06-24	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R09811/2021"	2021-07-01	"Africa"	"South Africa"	"KwaZulu Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R03242/2022"	2022-03-08	"Africa"	"South Africa"	"Mpumalanga"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/South Africa/NICD-R03243/2022"	2022-03-09	"Africa"	"South Africa"	"Mpumalanga"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R03247/2022"	2022-03-09	"Africa"	"South Africa"	"Mpumalanga"	"5"	"Nasopharyngeal swab"	5	"Preschool"
"hRSV/A/South Africa/NICD-R03358/2022"	2022-03-16	"Africa"	"South Africa"	"Gauteng"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/B/South Africa/NICD-R03404/2022"	2022-03-15	"Africa"	"South Africa"	"Western Cape"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/A/South Africa/NICD-R03455/2022"	2022-03-15	"Africa"	"South Africa"	"KwaZulu-Natal"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/A/South Africa/NICD-R03470/2022"	2022-03-11	"Africa"	"South Africa"	"KwaZulu-Natal"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R03472/2022"	2022-03-16	"Africa"	"South Africa"	"KwaZulu-Natal"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/A/Uganda/IDRC-CZB-01/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-02/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-03/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-04/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-05/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-06/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-07/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-08/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/A/Uganda/IDRC-CZB-09/2021"	NA	"Africa"	"Uganda"	"Eastern"	"unknown"	""	NA	NA
"hRSV/B/South Africa/NICD-R05717/2022"	2022-05-19	"Africa"	"South Africa"	"Mpumalanga"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R05746/2022"	2022-05-19	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R05781/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/A/South Africa/NICD-R05789/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/South Africa/NICD-R05794/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/B/South Africa/NICD-R05798/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/B/South Africa/NICD-R05800/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/B/South Africa/NICD-R05801/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R05802/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/B/South Africa/NICD-R05803/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/B/South Africa/NICD-R05811/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/South Africa/NICD-R05817/2022"	2022-05-20	"Africa"	"South Africa"	"Western Cape"	"63"	"Nasopharyngeal swab"	63	"Adults"
"hRSV/B/South Africa/NICD-R05858/2022"	2022-05-23	"Africa"	"South Africa"	"Gauteng"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/South Africa/NICD-R05846/2022"	2022-05-23	"Africa"	"South Africa"	"North West"	"0"	"Nasopharyngeal swab"	0	"Infants"
"hRSV/B/Morocco/51-13/2012"	2012-11-26	"Africa"	"Morocco"	"Casablanca"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/B/Morocco/15H-13/2012"	2012-10-23	"Africa"	"Morocco"	"Agadir"	"6 months"	"Nasopharyngeal swab"	0.5	"Infants"
"hRSV/A/Morocco/59-13/2012"	2012-11-26	"Africa"	"Morocco"	"Meknes"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Morocco/64-13/2012"	2012-12-03	"Africa"	"Morocco"	"Marrakech"	"20 months"	"Nasopharyngeal swab"	1.667	"Preschool"
"hRSV/A/Morocco/57H-13/2012"	2012-11-13	"Africa"	"Morocco"	"Agadir"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Morocco/59H-13/2012"	2012-11-13	"Africa"	"Morocco"	"Agadir"	"10 months"	"Nasopharyngeal swab"	0.833	"Infants"
"hRSV/B/Morocco/62H-13/2012"	2012-11-20	"Africa"	"Morocco"	"Agadir"	"18 months"	"Nasopharyngeal swab"	1.5	"Preschool"
"hRSV/A/Morocco/27H-14/2014"	2014-02-14	"Africa"	"Morocco"	"Rabat"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Morocco/29H-14/2014"	2014-02-14	"Africa"	"Morocco"	"Rabat"	"8 months"	"Nasopharyngeal swab"	0.667	"Infants"
"hRSV/A/Morocco/30H-14/2014"	2014-02-14	"Africa"	"Morocco"	"Rabat"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Morocco/36H-14/2014"	2014-02-14	"Africa"	"Morocco"	"Rabat"	"4"	"Nasopharyngeal swab"	4	"Preschool"
"hRSV/A/Morocco/53H-14/2014"	2014-03-12	"Africa"	"Morocco"	"Rabat"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Morocco/58H-14/2014"	2014-03-18	"Africa"	"Morocco"	"Agadir"	"6"	"Nasopharyngeal swab"	6	"Children"
"hRSV/A/Morocco/66H-14/2014"	2014-03-25	"Africa"	"Morocco"	"Agadir"	"15"	"Nasopharyngeal swab"	15	"Children"
"hRSV/A/Morocco/67H-14/2014"	2014-03-25	"Africa"	"Morocco"	"Agadir"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/A/Morocco/68H-14/2014"	2014-03-25	"Africa"	"Morocco"	"Agadir"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/A/Morocco/37H-14/2014"	2014-02-15	"Africa"	"Morocco"	"Rabat"	"52"	"Nasopharyngeal swab"	52	"Adults"
"hRSV/A/Morocco/64H-15/2014"	2014-12-25	"Africa"	"Morocco"	"Meknes"	"6 months"	"Nasopharyngeal swab"	0.5	"Infants"
"hRSV/A/Morocco/88H-15/2014"	2014-12-31	"Africa"	"Morocco"	"Meknes"	"4 months"	"Nasopharyngeal swab"	0.333	"Infants"
"hRSV/A/Morocco/20-15/2014"	2014-11-17	"Africa"	"Morocco"	"Meknes"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/Morocco/119H-15/2015"	2015-01-07	"Africa"	"Morocco"	"Fes"	"13 months"	"Nasopharyngeal swab"	1.083	"Preschool"
"hRSV/A/Morocco/160H-15/2015"	2015-02-03	"Africa"	"Morocco"	"Fes"	"7 months"	"Nasopharyngeal swab"	0.583	"Infants"
"hRSV/A/Morocco/169H-15/2015"	2015-02-10	"Africa"	"Morocco"	"Agadir"	"7 months"	"Nasopharyngeal swab"	0.583	"Infants"
"hRSV/A/Morocco/194H-15/2015"	2015-02-25	"Africa"	"Morocco"	"Oujda"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/A/Morocco/197H-15/2015"	2015-02-27	"Africa"	"Morocco"	"Rabat"	"16 months"	"Nasopharyngeal swab"	1.333	"Preschool"
"hRSV/A/Morocco/199H-15/2015"	2015-03-03	"Africa"	"Morocco"	"Sale"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Morocco/130H-15/2015"	2015-01-21	"Africa"	"Morocco"	"Rabat"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Morocco/183H-15/2015"	2015-02-17	"Africa"	"Morocco"	"Fes"	"7 months"	"Nasopharyngeal swab"	0.583	"Infants"
"hRSV/B/Morocco/98-16/2015"	2015-12-02	"Africa"	"Morocco"	"Agadir"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Morocco/119-16/2015"	2015-12-15	"Africa"	"Morocco"	"Agadir"	"60"	"Nasopharyngeal swab"	60	"Adults"
"hRSV/A/Morocco/143-16/2015"	2015-12-18	"Africa"	"Morocco"	"Oujda"	"15"	"Nasopharyngeal swab"	15	"Children"
"hRSV/A/Morocco/196-15/2015"	2015-04-13	"Africa"	"Morocco"	"Rabat"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/A/Morocco/192H-15/2015"	2015-02-26	"Africa"	"Morocco"	"Rabat"	"6 months"	"Nasopharyngeal swab"	0.5	"Infants"
"hRSV/B/Morocco/167-16/2016"	2016-01-07	"Africa"	"Morocco"	"Meknes"	"4 months"	"Nasopharyngeal swab"	0.333	"Infants"
"hRSV/A/Morocco/188-16/2016"	2016-01-07	"Africa"	"Morocco"	"Agadir"	"2 months"	"Nasopharyngeal swab"	0.167	"Infants"
"hRSV/B/Morocco/245-16/2016"	2016-01-19	"Africa"	"Morocco"	"Beni mellal"	"1 month"	"Nasopharyngeal swab"	0.083	"Infants"
"hRSV/A/Morocco/267-16/2016"	2016-01-20	"Africa"	"Morocco"	"Beni mellal"	"3"	"Nasopharyngeal swab"	3	"Preschool"
"hRSV/B/Morocco/271-16/2016"	2016-01-21	"Africa"	"Morocco"	"Fes"	"1"	"Nasopharyngeal swab"	1	"Preschool"
"hRSV/B/Morocco/275-16/2016"	2016-01-17	"Africa"	"Morocco"	"Rabat"	"4 months"	"Nasopharyngeal swab"	0.333	"Infants"
"hRSV/B/Morocco/288-16/2016"	2016-01-21	"Africa"	"Morocco"	"Agadir"	"3 months"	"Nasopharyngeal swab"	0.25	"Infants"
"hRSV/B/Morocco/292-16/2016"	2016-01-20	"Africa"	"Morocco"	"Agadir"	"2"	"Nasopharyngeal swab"	2	"Preschool"
"hRSV/B/Morocco/295-16/2016"	2016-01-20	"Africa"	"Morocco"	"Agadir"	"10 months"	"Nasopharyngeal swab"	0.833	"Infants"
"hRSV/B/Morocco/311-16/2016"	2016-01-25	"Africa"	"Morocco"	"Marrakech"	"67"	"Nasopharyngeal swab"	67	"Geriatrics"
