sample	target	n	MAFmean	MAFstd
Yale-RSV-0289	RSVA	700	0.12674630571428572	0.16407761159388196
Yale-RSV-0289	RSVB	415	0.11435082168674698	0.15200379515608212
Yale-RSV-0290	RSVA	9	0.0007461111111111264	0.0008493111097301781
Yale-RSV-0291	RSVB	407	0.018353597051597052	0.0660289825095473
Yale-RSV-0292	RSVA	656	0.012789920731707318	0.05417560579214948
Yale-RSV-0293	RSVB	432	0.017479287037037036	0.06851054072564797
Yale-RSV-0294	RSVA	642	0.0123776292834891	0.05576449234102901
Yale-RSV-0295	RSVB	484	0.019107303719008265	0.06822407933704852
Yale-RSV-0296	RSVB	406	0.015920588669950737	0.06138230802084744
Yale-RSV-0297	RSVA	542	0.015395817343173432	0.058810897307902545
Yale-RSV-0298	RSVB	464	0.017814023706896553	0.06426439588731739
Yale-RSV-0299	RSVA	1114	0.011675097845601438	0.04459404934194573
Yale-RSV-0299	RSVB	460	0.017086745652173913	0.06442854532229429
Yale-RSV-0300	RSVB	386	0.016319673575129534	0.06079967431485031
Yale-RSV-0301	RSVB	93	0.022307580645161286	0.06503699218276413
Yale-RSV-0302	RSVB	431	0.01672735498839907	0.059673116845506
Yale-RSV-0303	RSVB	468	0.01621567735042735	0.059965302821229166
Yale-RSV-0304	RSVB	188	0.016687749999999998	0.06774142410561614
Yale-RSV-0305	RSVB	458	0.01958900873362445	0.07198651607388055
Yale-RSV-0306	RSVB	448	0.018073319196428572	0.06749524952937144
Yale-RSV-0307	RSVA	669	0.013267133034379671	0.06168408248966307
Yale-RSV-0308	RSVB	460	0.01775551739130435	0.06300912302030845
Yale-RSV-0309	RSVB	95	0.020881831578947366	0.0801569466668364
Yale-RSV-0310	RSVA	1196	0.011780454013377926	0.044979175212930975
Yale-RSV-0310	RSVB	436	0.016019878440366973	0.06170106476952597
Yale-RSV-0311	RSVA	551	0.03189421597096189	0.09112050351715877
Yale-RSV-0311	RSVB	778	0.03830290745501285	0.11264844664639058
Yale-RSV-0312	RSVB	468	0.014602258547008548	0.05458257490302525
Yale-RSV-0313	RSVA	1194	0.013353510050251259	0.053316420883714966
Yale-RSV-0313	RSVB	458	0.01682460262008734	0.06133246920061485
Yale-RSV-0314	RSVA	672	0.013840020833333334	0.05872725616792411
Yale-RSV-0315	RSVB	424	0.01781160613207547	0.06630417540352515
Yale-RSV-0317	RSVA	1217	0.012863067378800329	0.048477202544714236
Yale-RSV-0317	RSVB	474	0.01599403375527426	0.05927229407238686
Yale-RSV-0318	RSVB	479	0.01868830688935282	0.06472968405494749
Yale-RSV-0319	RSVB	455	0.014901729670329671	0.05673480870192816
Yale-RSV-0320	RSVB	471	0.019170242038216562	0.06697325556046102
Yale-RSV-0321	RSVB	477	0.01855654716981132	0.06477984015968119
Yale-RSV-0322	RSVB	420	0.024250595238095238	0.07721430508008506
Yale-RSV-0323	RSVB	435	0.024182990804597706	0.07040767253782401
Yale-RSV-0324	RSVB	413	0.01819514043583535	0.06426425428785744
Yale-RSV-0325	RSVB	479	0.017354661795407098	0.063816965207829
Yale-RSV-0326	RSVB	353	0.018108076487252125	0.06162390111589244
Yale-RSV-0327	RSVA	1158	0.010265641623488773	0.04112077237818654
Yale-RSV-0327	RSVB	471	0.01380788322717622	0.053419195456446134
Yale-RSV-0328	RSVB	141	0.026744716312056736	0.08538620753513548
Yale-RSV-0329	RSVA	1158	0.01220498531951641	0.04807644323155234
Yale-RSV-0329	RSVB	464	0.014852995689655172	0.05784865889838098
Yale-RSV-0330	RSVA	676	0.010824585798816568	0.04720968446438404
Yale-RSV-0331	RSVB	445	0.014535986516853934	0.0584831614864507
Yale-RSV-0333	RSVB	316	0.024706636075949365	0.08044619270940404
Yale-RSV-0335	RSVB	417	0.043955047961630696	0.10910999365551864
Yale-RSV-0336	RSVA	666	0.04145064564564565	0.11450124991174083
Yale-RSV-0336	RSVB	383	0.060114561357702344	0.1146012684704785
Yale-RSV-0338	RSVB	437	0.016033862700228833	0.06404500115213858
Yale-RSV-0339	RSVA	1072	0.012230492537313434	0.05048466678360905
Yale-RSV-0339	RSVB	436	0.01507098394495413	0.057666258311056054
Yale-RSV-0340	RSVB	457	0.011911474835886218	0.04586704670432912
Yale-RSV-0341	RSVB	416	0.015514028846153848	0.06247893973638071
Yale-RSV-0342	RSVA	1086	0.015076841620626153	0.060164757001147685
Yale-RSV-0342	RSVB	472	0.021986415254237286	0.07925097292374467
Yale-RSV-0343	RSVB	442	0.016485339366515837	0.06293517660466988
Yale-RSV-0345	RSVA	1158	0.014535090673575132	0.055127246812016785
Yale-RSV-0345	RSVB	463	0.018405397408207343	0.06616820049398567
Yale-RSV-0346	RSVA	643	0.01433146967340591	0.06368059700128048
Yale-RSV-0347	RSVA	1069	0.009169635173058934	0.0417865029014835
Yale-RSV-0347	RSVB	460	0.013931971739130434	0.056091020306199495
Yale-RSV-0350	RSVB	448	0.0142585625	0.05508162240844012
Yale-RSV-0351	RSVB	471	0.01505125053078556	0.056418322467998445
Yale-RSV-0352	RSVA	1113	0.012350880503144654	0.04799165455871855
Yale-RSV-0352	RSVB	452	0.014639568584070796	0.05775778340831134
Yale-RSV-0353	RSVB	430	0.03302569069767442	0.08641249835718604
Yale-RSV-0354	RSVA	1068	0.17732491853932586	0.1664466016103439
Yale-RSV-0354	RSVB	666	0.14618579879879878	0.15436517519056417
Yale-RSV-0355	RSVA	1153	0.016264146574154384	0.059973432555230625
Yale-RSV-0355	RSVB	465	0.02139747956989247	0.07120562114195293
Yale-RSV-0356	RSVB	472	0.014316084745762712	0.05426657287922739
