sample	target	n	MAFmean	MAFstd
Yale-RSV-0365	RSVA	25	0.2115904	0.11305060588183508
Yale-RSV-0366	RSVB	25	0.18878256000000002	0.1287637810683061
Yale-RSV-0367	RSVA	38	0.20727034210526316	0.13905831014872982
Yale-RSV-0368	RSVB	32	0.2191960625	0.13294026723766494
Yale-RSV-0369	RSVA	55	0.20587518181818182	0.15188162849026612
Yale-RSV-0369	RSVB	30	0.20358683333333336	0.12795926705578625
Yale-RSV-0371	RSVB	34	0.2329016176470588	0.13354971431620621
Yale-RSV-0372	RSVB	27	0.19767903703703704	0.12849151251840646
Yale-RSV-0373	RSVA	31	0.2478564193548387	0.1315904526804723
Yale-RSV-0374	RSVB	27	0.20073655555555556	0.11106460552459246
Yale-RSV-0375	RSVB	26	0.19753930769230768	0.12575383363278247
Yale-RSV-0377	RSVA	68	0.18843038235294118	0.14418524243165634
Yale-RSV-0377	RSVB	29	0.20603727586206896	0.138589045494197
Yale-RSV-0378	RSVB	20	0.2542472	0.15950516311610335
Yale-RSV-0379	RSVB	33	0.22848672727272726	0.11041923554324466
Yale-RSV-0381	RSVA	53	0.15716969811320752	0.12413715545649574
Yale-RSV-0381	RSVB	33	0.2543039393939394	0.13434239209244866
Yale-RSV-0383	RSVB	3	0.40919766666666674	0.13804156261189354
Yale-RSV-0385	RSVA	14	0.2534044285714286	0.1434714950239858
Yale-RSV-0386	RSVB	15	0.2764821333333333	0.11945526238116252
Yale-RSV-0388	RSVA	26	0.23541846153846155	0.14301057677451154
Yale-RSV-0389	RSVB	10	0.25870819999999994	0.1310983279440792
Yale-RSV-0390	RSVB	14	0.30877849999999996	0.10856180394719513
Yale-RSV-0391	RSVB	7	0.2484112857142857	0.17271504169557658
Yale-RSV-0392	RSVB	22	0.28342686363636366	0.149930299963904
Yale-RSV-0393	RSVB	9	0.2777708888888889	0.16914463066666088
Yale-RSV-0394	RSVB	17	0.23759729411764705	0.12543040948209325
Yale-RSV-0395	RSVA	14	0.26703507142857147	0.1683846451310736
Yale-RSV-0397	RSVA	39	0.22545671794871794	0.11791750187512873
Yale-RSV-0397	RSVB	47	0.26522063829787235	0.16559952124529428
Yale-RSV-0398	RSVB	42	0.27222738095238097	0.10686386847851238
Yale-RSV-0399	RSVB	11	0.22419872727272727	0.14287573915475707
Yale-RSV-0400	RSVB	19	0.22444352631578948	0.11524324616333556
Yale-RSV-0401	RSVB	5	0.3400428	0.1045150029479022
Yale-RSV-0402	RSVB	15	0.22225699999999998	0.12841907961380641
Yale-RSV-0403	RSVB	11	0.227544	0.10878511982160058
Yale-RSV-0404	RSVB	9	0.3228368888888889	0.15652101816564798
Yale-RSV-0405	RSVB	16	0.207905	0.12893298277787574
Yale-RSV-0406	RSVB	9	0.24085088888888886	0.12880247814720455
Yale-RSV-0407	RSVB	22	0.2759410909090909	0.14232403102441613
Yale-RSV-0408	RSVB	16	0.2791365625	0.12489178522489983
Yale-RSV-0409	RSVB	23	0.24913217391304346	0.13993357729770226
Yale-RSV-0410	RSVB	16	0.257663	0.12285675789362721
Yale-RSV-0411	RSVB	13	0.27678823076923076	0.14582461163052107
Yale-RSV-0413	RSVB	28	0.1793263214285714	0.12884224434097222
Yale-RSV-0414	RSVB	17	0.25979976470588234	0.14387243609076472
Yale-RSV-0415	RSVB	3	0.18753633333333333	0.13289561230655184
Yale-RSV-0417	RSVB	16	0.2323319375	0.14267589181660126
Yale-RSV-0418	RSVB	25	0.21107811999999998	0.11718440386748002
Yale-RSV-0419	RSVA	30	0.2428602	0.14359928825018117
Yale-RSV-0420	RSVB	67	0.26945280597014926	0.13015239962353678
Yale-RSV-0421	RSVA	20	0.2661288	0.12716802207009847
Yale-RSV-0422	RSVB	21	0.27461985714285714	0.166141989777505
Yale-RSV-0424	RSVB	24	0.23795479166666667	0.12858377594832338
Yale-RSV-0425	RSVB	27	0.1804122962962963	0.13657066469831505
Yale-RSV-0426	RSVB	27	0.18481907407407408	0.1402427744635176
Yale-RSV-0427	RSVB	19	0.27659936842105265	0.1271565727537033
Yale-RSV-0428	RSVA	25	0.21898328	0.13667278618032683
Yale-RSV-0429	RSVB	16	0.249839375	0.11140137279278325
Yale-RSV-0430	RSVB	18	0.28934027777777777	0.11667692903297275
Yale-RSV-0431	RSVB	16	0.2073594375	0.11305891755597684
Yale-RSV-0432	RSVB	130	0.23097092307692307	0.10893085209225356
Yale-RSV-0433	RSVB	16	0.2407155	0.12001683945347004
Yale-RSV-0434	RSVB	10	0.3385701	0.15197614029069023
Yale-RSV-0436	RSVB	7	0.247338	0.14227176387932125
Yale-RSV-0438	RSVA	23	0.18700013043478264	0.11273757404831981
Yale-RSV-0439	RSVB	12	0.20020558333333335	0.11058293192520371
Yale-RSV-0440	RSVB	31	0.24310335483870968	0.12426797892016762
Yale-RSV-0441	RSVA	11	0.1676822727272727	0.1264185682533155
Yale-RSV-0442	RSVA	15	0.24470260000000002	0.15627732703608307
Yale-RSV-0443	RSVB	27	0.24584551851851852	0.14649493654583065
Yale-RSV-0444	RSVB	1	0.285714	
Yale-RSV-0446	RSVB	17	0.22087335294117647	0.12684052869939735
Yale-RSV-0447	RSVB	17	0.2336895294117647	0.10101165313722327
Yale-RSV-0448	RSVB	13	0.23459323076923078	0.11095313589090505
Yale-RSV-0449	RSVB	7	0.28778257142857144	0.18476087072290415
Yale-RSV-0450	RSVB	18	0.1821351111111111	0.1218308393363466
Yale-RSV-0451	RSVA	24	0.19904379166666666	0.1484809987521399
Yale-RSV-0452	RSVB	11	0.23913700000000002	0.13868878817770383
Yale-RSV-0453	RSVB	16	0.239820625	0.1554473695456118
Yale-RSV-0454	RSVB	22	0.19838636363636367	0.13407460877278649
Yale-RSV-0455	RSVB	12	0.23992166666666667	0.1374535529639894
Yale-RSV-0456	RSVB	13	0.2789673076923077	0.15537654004728033
Yale-RSV-0457	RSVB	4	0.29383975	0.13498187329508363
Yale-RSV-0458	RSVB	17	0.23968829411764705	0.13337243266918236
Yale-RSV-0459	RSVB	8	0.304611	0.13350471456522747
Yale-RSV-0460	RSVB	14	0.2739237857142857	0.15003517352437398
Yale-RSV-0461	RSVA	30	0.2364769	0.13147263665148387
Yale-RSV-0462	RSVA	36	0.24365088888888886	0.11870384102385174
Yale-RSV-0464	RSVA	25	0.23672764000000002	0.12071594874535013
Yale-RSV-0465	RSVB	11	0.24530481818181818	0.1557536781824546
Yale-RSV-0466	RSVB	18	0.18546977777777776	0.12586790867859918
Yale-RSV-0467	RSVA	1	0.328671	
Yale-RSV-0468	RSVA	29	0.2666743103448276	0.14193915171803712
Yale-RSV-0469	RSVA	48	0.2374775625	0.13404625661568045
Yale-RSV-0470	RSVB	14	0.18979742857142856	0.12067326749769988
Yale-RSV-0471	RSVB	12	0.32869433333333337	0.14568965506066986
Yale-RSV-0472	RSVB	14	0.21669121428571428	0.12024866092661014
Yale-RSV-0473	RSVB	26	0.27426307692307694	0.13467147945334917
Yale-RSV-0474	RSVB	52	0.2606221923076923	0.1179279950117516
Yale-RSV-0475	RSVA	16	0.2346711875	0.12881533740163023
Yale-RSV-0476	RSVB	28	0.285731	0.13251043292846376
Yale-RSV-0477	RSVB	22	0.2515775	0.13082200036791178
