Yale-RSV-0268	RSVB	RSVB	1	24121592	20793539	20728854	159813	14378	14646	15225
Yale-RSV-0270	RSVB	RSVB	1	23894016	21444683	21280152	162322	14861	15170	15225
Yale-RSV-0273	RSVB	RSVB	2	34272203	32682253	32539242	499707	12509	13110	15225
Yale-RSV-0274	RSVB	RSVB	1	29758679	11425445	11371320	85852	13683	14284	15225
Yale-RSV-0275	RSVB	RSVB	2	34472641	28579033	28450086	435925	14400	14649	15225
Yale-RSV-0276	RSVB	RSVB	2	37768059	35203462	35015212	535726	14920	14946	15225
Yale-RSV-0278	RSVB	RSVB	2	38300722	36702125	36558374	560728	14746	14802	15225
Yale-RSV-0280	RSVB	RSVB	3	49469690	46699272	46475636	1059750	14614	14745	15225
Yale-RSV-0282	RSVB	RSVB	1	25280673	24309474	24188392	185574	14910	15020	15225
Yale-RSV-0283	RSVB	RSVB	1	28138335	26861698	26752556	203501	14021	14662	15225
Yale-RSV-0284	RSVB	RSVB	1	33152146	10697733	10661758	79578	12788	13342	15225
Yale-RSV-0285	RSVB	RSVB	1	22137523	1763480	1751278	12960	12270	13198	15225
Yale-RSV-0289	RSVB	RSVB	1	8347491	5422672	5397992	38068	12536	12598	15225
Yale-RSV-0291	RSVB	RSVB	2	34026276	29860841	29766918	442600	14539	14873	15225
Yale-RSV-0293	RSVB	RSVB	2	33081313	30663177	30534786	449207	14575	14605	15225
Yale-RSV-0295	RSVB	RSVB	3	46696689	44874403	44530602	998163	15138	15146	15225
Yale-RSV-0296	RSVB	RSVB	1	30063332	25627185	25533478	187478	14130	14267	15225
Yale-RSV-0298	RSVB	RSVB	1	28960616	25868162	25725558	192316	14954	15036	15225
Yale-RSV-0299	RSVB	RSVB	2	35459056	33224360	32984728	495152	14935	15141	15225
Yale-RSV-0300	RSVB	RSVB	1	27944141	18831412	18766812	136615	13380	14369	15225
Yale-RSV-0302	RSVB	RSVB	2	47056432	37559392	37403450	554477	14618	14901	15225
Yale-RSV-0303	RSVB	RSVB	1	14243082	13623569	13488346	100556	14845	15137	15225
Yale-RSV-0305	RSVB	RSVB	2	35881391	34225405	34077832	508467	15015	15142	15225
Yale-RSV-0306	RSVB	RSVB	2	38914597	36445883	36256998	542542	15116	15173	15225
Yale-RSV-0308	RSVB	RSVB	3	47092437	45752010	45529744	1014379	15138	15142	15225
Yale-RSV-0310	RSVB	RSVB	3	55699764	51412432	51098006	1156194	15141	15199	15225
Yale-RSV-0312	RSVB	RSVB	3	44545581	41534915	41268122	926671	15198	15199	15225
Yale-RSV-0313	RSVB	RSVB	3	46414658	44980642	44749068	999175	15086	15142	15225
Yale-RSV-0315	RSVB	RSVB	2	36771128	33582969	33429582	496111	14681	14840	15225
Yale-RSV-0317	RSVB	RSVB	3	48041392	45901954	45534018	1021093	15173	15176	15225
Yale-RSV-0318	RSVB	RSVB	2	39247640	37989511	37674538	562675	15138	15140	15225
Yale-RSV-0319	RSVB	RSVB	3	45023542	41273415	41076772	916701	15167	15171	15225
Yale-RSV-0320	RSVB	RSVB	2	43386414	38312577	38026220	568371	15118	15141	15225
Yale-RSV-0321	RSVB	RSVB	2	41674834	37718243	37435524	557604	15110	15152	15225
Yale-RSV-0322	RSVB	RSVB	1	12892059	11614339	11567830	85645	14908	15064	15225
Yale-RSV-0323	RSVB	RSVB	1	26046854	19548403	19472862	143960	14822	14846	15225
Yale-RSV-0324	RSVB	RSVB	1	22586863	16840034	16777908	124913	14382	14710	15225
Yale-RSV-0325	RSVB	RSVB	2	36624325	35273939	34940104	522896	15156	15199	15225
Yale-RSV-0326	RSVB	RSVB	1	35608912	20790009	20722944	152400	13418	14297	15225
Yale-RSV-0327	RSVB	RSVB	1	27450050	25384560	25145390	186297	15063	15194	15225
